player_id;fifa_version;name;age;height;weight;nationality_name;preferred_foot
227065;16.0;Sandy Iannella;28;164;59;Italy;Left
227067;16.0;Martina Rosucci;23;172;61;Italy;Right
227069;16.0;Elena Linari;21;173;65;Italy;Right
227072;16.0;Barbara Bonansea;24;174;60;Italy;Right
227073;16.0;Cristiana Girelli;25;175;61;Italy;Right
227075;16.0;Elisa Bartoli;24;158;50;Italy;Right
227078;16.0;Valentina Cernoia;24;171;62;Italy;Left
227087;16.0;Laura Giuliani;22;173;60;Italy;Right
227090;16.0;Marta Carissimi;28;170;61;Italy;Right
227093;16.0;Daniela Sabatino;30;167;57;Italy;Right
227094;16.0;Katja Schroffenegger;24;171;62;Italy;Right
227098;16.0;Sara Gama;26;168;58;Italy;Left
227109;16.0;Alanna Stephanie Kennedy;20;176;63;Australia;Right
227110;16.0;Caitlin Jade Foord;20;165;61;Australia;Right
227111;16.0;Clare Elizabeth Polkinghorne;26;171;62;Australia;Right
227112;16.0;Elise Kellond-Knight;24;165;58;Australia;Left
227113;16.0;Emily Louise van Egmond;21;179;65;Australia;Right
227115;16.0;Katrina-Lee Gorry;22;154;54;Australia;Right
227116;16.0;Kyah Pam Simon;24;164;62;Australia;Right
227117;16.0;Lisa De Vanna;30;156;58;Australia;Left
227118;16.0;Lydia Grace Yilkari Williams;27;175;60;Australia;Right
227119;16.0;Stephanie-Elise Catley;21;171;60;Australia;Left
227120;16.0;Tameka Yallop;24;158;54;Australia;Right
227122;16.0;Laura Colleen Gloria Brock;25;178;75;Australia;Right
227124;16.0;Michelle Heyman;26;180;64;Australia;Right
227125;16.0;Samantha May Kerr;21;167;55;Australia;Right
227128;16.0;Ashleigh Sykes;23;164;57;Australia;Right
227132;16.0;Melissa Barbieri Hudson;35;168;66;Australia;Left
227133;16.0;Nicola Bolger;22;160;53;Australia;Right
227134;16.0;Servet Uzunlar;26;161;61;Australia;Right
227136;16.0;Teresa Polias;25;155;50;Australia;Right
227137;16.0;Hayley Emma Raso;20;162;59;Australia;Right
227139;16.0;Leena Khamis;29;168;62;Australia;Right
227189;16.0;Sonia Bermúdez Tribano;30;158;55;Spain;Left
227190;16.0;Irene Paredes Hernández;23;176;65;Spain;Right
227191;16.0;Marta Torrejón Moya;25;170;62;Spain;Right
227192;16.0;Jennifer Hermoso Fuentes;25;174;59;Spain;Left
227193;16.0;Marta Corredera Rueda;23;162;59;Spain;Right
227195;16.0;Virginia Torrecilla Reyes;20;173;63;Spain;Left
227196;16.0;Natalia Teresa de Pablos Sanchón;29;166;60;Spain;Right
227198;16.0;Ruth García García;28;166;65;Spain;Right
227199;16.0;Ainhoa Tirapu de Goñi;30;170;63;Spain;Right
227201;16.0;María Victoria Losada Gómez;24;168;60;Spain;Right
227202;16.0;Leire Landa Iroz;28;165;55;Spain;Left
227203;16.0;Alexia Putellas Segura;21;173;66;Spain;Left
227204;16.0;María Dolores Gallardo Nuñez;22;172;60;Spain;Right
227206;16.0;Erika Vázquez Morales;32;165;52;Spain;Right
227207;16.0;Melanie del Pilar Serrano Pérez;25;168;56;Spain;Left
227209;16.0;Silvia Meseguer Bellido;26;168;62;Spain;Right
227210;16.0;Priscila Borja Moreno;30;165;60;Spain;Right
227239;16.0;Eniola Aluko;28;160;58;England;Right
227241;16.0;Karen Louise Bardsley;30;182;72;England;Right
227242;16.0;Laura Bassett;31;166;64;England;Right
227246;16.0;Lucia Roberta Tough Bronze;23;172;67;England;Right
227247;16.0;Karen Julia Carney;27;162;54;England;Right
227248;16.0;Siobhan Chamberlain;31;181;77;England;Right
227252;16.0;Toni Duggan;23;169;63;England;Right
227254;16.0;Alex Greenwood;21;169;62;England;Left
227255;16.0;Francesca Kirby;22;157;53;England;Right
227256;16.0;Jade Ellis Moore;24;166;57;England;Right
227257;16.0;Jordan Nobbs;22;160;54;England;Right
227258;16.0;Josanne Potter;30;175;64;England;Left
227260;16.0;Lianne Sanderson;27;172;66;England;Right
227261;16.0;Alexandra Scott;30;163;62;England;Right
227262;16.0;Jill Louise Scott;28;182;68;England;Right
227265;16.0;Casey Stoney;33;175;65;England;Right
227268;16.0;Jodie Lee Taylor;29;169;60;England;Right
227269;16.0;Carly Mitchell Telford;27;175;64;England;Right
227270;16.0;Ellen Toni White Convery;26;171;62;England;Right
227271;16.0;Fara Tanya Franki Williams Merrett;31;165;61;England;Right
227299;16.0;Saskia Bartusiak;32;170;60;Germany;Right
227300;16.0;Leonie Rebekka Maier;22;163;62;Germany;Right
227313;16.0;Sarah Bouhaddi;28;175;68;France;Left
227314;16.0;Jessica Houara-d'Hommeaux;27;161;53;France;Right
227315;16.0;Laura Georges;30;172;62;France;Right
227316;16.0;Wéndèleine Thérèse Renard;24;187;70;France;Right
227317;16.0;Laure Boulleau;28;160;55;France;Left
227318;16.0;Amandine Chantal Henry;25;171;64;France;Right
227324;16.0;Camille Abily;30;168;60;France;Right
227325;16.0;Élodie Thomis;28;168;60;France;Right
227326;16.0;Gaëtane Thiney;29;170;61;France;Right
227327;16.0;Sara Ilonka Däbritz;20;171;59;Germany;Left
227330;16.0;Laura Anna Benkarth;22;173;68;Germany;Right
227331;16.0;Eugénie Anne Claudine Le Sommer;26;161;58;France;Right
227332;16.0;Élise Bussaglia;29;163;54;France;Right
227335;16.0;Marie-Laure Delie;27;172;65;France;Right
227340;16.0;Céline Deville;33;173;65;France;Left
227341;16.0;Sabrina Delannoy;29;171;62;France;Right
227346;16.0;Griedge Yinda Colette Mbock Bathy Nka;20;172;68;France;Right
227347;16.0;Kheira Hamraoui;25;178;66;France;Right
227350;16.0;Amel Majri;22;164;54;France;Left
227353;16.0;Kenza Dali;23;165;62;France;Right
227357;16.0;Anaïg Charlotte Thérese Butel;23;167;51;France;Right
227359;16.0;Claire Marie Annie Lavogez;21;173;63;France;Right
227361;16.0;Kadidiatou Diani;20;166;62;France;Right
227380;16.0;Brittany Baxter;29;172;61;Canada;Right
227382;16.0;Josée Bélanger;29;173;60;Canada;Right
227384;16.0;Allysha Lyn Chapman;26;160;57;Canada;Left
227385;16.0;Nkem Ezurike;23;180;64;Canada;Right
227386;16.0;Jonelle Filigno;24;168;58;Canada;Right
227388;16.0;Robyn Gayle;29;169;64;Canada;Right
227389;16.0;Selenia Iacchelli;29;173;66;Canada;Right
227390;16.0;Kaylyn Kyle;26;173;62;Canada;Right
227391;16.0;Stephanie Lynn Marie Labbé;28;178;64;Canada;Right
227393;16.0;Karina LeBlanc;35;173;75;Canada;Right
227397;16.0;Adriana Kristina Leon;22;160;59;Canada;Right
227399;16.0;Diana Beverly Matheson;31;154;53;Canada;Right
227400;16.0;Erin Katrina McLeod;32;173;73;Canada;Right
227401;16.0;Carmelina Moscato;31;171;72;Canada;Right
227402;16.0;Marie-Eve Nault;33;169;65;Canada;Right
227403;16.0;Rachel Quon;24;160;59;Canada;Right
227405;16.0;Sophie Diana Schmidt;27;172;71;Canada;Right
227406;16.0;Melissa Tancredi;33;174;73;Canada;Right
227407;16.0;Rhian Wilkinson;33;165;66;Canada;Right
227409;16.0;Emily Zurrer;27;177;67;Canada;Right
227410;16.0;Desiree Rose Marie Scott;27;154;62;Canada;Right
227411;16.0;Lauren Sesselmann;31;173;71;Canada;Left
227419;16.0;Gabriela Maria Zanotti Demoner;30;171;63;Brazil;Right
227421;16.0;Rafaelle Leone Carvalho Souza;24;170;62;Brazil;Right
227423;16.0;Bárbara Micheline do Monte Barbosa;26;171;69;Brazil;Right
227447;16.0;Aurora Cecilia Santiago Cisneros;20;174;75;Mexico;Right
227448;16.0;Arianna Jeanette Romero Tellez;22;161;56;Mexico;Right
227450;16.0;Paulina Lizeth Solis Echeverria;19;176;60;Mexico;Left
227451;16.0;Nayeli Rangel Hernandez;23;170;67;Mexico;Right
227452;16.0;Sandra Stephany Mayor Gutierrez;23;162;58;Mexico;Right
227454;16.0;Christian Carolina Jaramillo Quintero;21;166;59;Mexico;Left
227456;16.0;Veronica Raquel Perez Murillo;27;159;59;Mexico;Right
227457;16.0;Verónica Charlyn Corral Ang;23;152;52;Mexico;Right
227458;16.0;Bianca Elissa Sierra Garcia;23;170;63;Mexico;Right
227459;16.0;Liliana Mercado Fuentes;26;163;56;Mexico;Right
227460;16.0;Mónica Ocampo Medina;28;156;56;Mexico;Left
227462;16.0;Teresa Noyola Bayardo;25;157;52;Mexico;Right
227464;16.0;Pamela Tajonar Alonso;30;170;62;Mexico;Right
227465;16.0;Alina Lisi Garciamendez Rowold;24;177;69;Mexico;Left
227466;16.0;Vaitiare Kenti Robles Salas;24;160;55;Mexico;Right
227480;16.0;Jennifer Marie Ruiz Brown;31;167;61;Mexico;Right
227485;16.0;Valeria Aurora Miranda Rodriguez;22;165;56;Mexico;Left
227589;16.0;Larissa Crummer;19;178;70;Australia;Right
227734;16.0;Lena Petermann;21;175;65;Germany;Right
227775;16.0;Amanda Sampedro Bustos;22;163;54;Spain;Right
227776;16.0;Sandra Paños García-Villamil;22;169;62;Spain;Right
227780;16.0;Ivana Andrés Sanz;20;169;63;Spain;Right
227925;16.0;Mackenzie Elizabeth Arnold;21;179;76;Australia;Right
228090;16.0;Anjuli Mariana Ladron de Guevara Guerena;28;173;64;Mexico;Right
228160;16.0;Linda Tucceri Cimini;24;168;58;Italy;Left
228161;16.0;Chiara Eusebio;19;165;65;Italy;Right
228164;16.0;Alia Guagni;27;168;66;Italy;Right
228166;16.0;Stefania Tarenzi;27;174;62;Italy;Right
228167;16.0;Sabrina Tasselli;25;175;64;Italy;Right
228168;16.0;Valentina Giacinti;21;170;59;Italy;Right
228563;16.0;Méline Gérard;25;168;59;France;Right
228721;16.0;Renae Nicole Cuéllar;25;164;65;Mexico;Right
228723;16.0;Claudia Fabiola Ibarra Muro;21;168;60;Mexico;Left
228840;16.0;???;26;165;58;China PR;Right
228841;16.0;???;23;182;67;China PR;Right
228955;16.0;Anisa Raquel Guajardo Braff;24;165;60;Mexico;Right
226177;17.0;Rebecca Elizabeth Sauerbrunn;31;170;64;United States;Right
226301;17.0;Alexandra Morgan Carrasco;26;170;62;United States;Left
226302;17.0;Alexandra Popp;25;174;65;Germany;Right
226303;17.0;Almuth Schult;25;180;71;Germany;Right
226305;17.0;Josephine Henning;26;175;68;Germany;Right
226307;17.0;Simone Melanie Laudehr;29;174;56;Germany;Right
226308;17.0;Dzsenifer Marozsán;24;173;50;Germany;Right
226309;17.0;Jennifer Cramer;23;168;58;Germany;Left
226312;17.0;Anja Mittag;31;168;58;Germany;Right
226313;17.0;Bianca Ursula Schmidt;26;174;64;Germany;Right
226316;17.0;Sydney Rae Leroux Dwyer;26;170;66;United States;Left
226317;17.0;Christie Rampone;41;168;64;United States;Right
226318;17.0;Kelley Maureen O'Hara;27;165;58;United States;Right
226319;17.0;Whitney Engen;28;173;56;United States;Right
226320;17.0;Morgan Gautrat;23;170;61;United States;Right
226322;17.0;Amy Rodriguez;29;163;66;United States;Right
226324;17.0;Carli Anne Hollins;33;173;64;United States;Right
226325;17.0;Alexandra Blaire Krieger;31;168;60;United States;Right
226327;17.0;Christen Annemarie Press;27;170;59;United States;Right
226328;17.0;Megan Anna Rapinoe;30;170;60;United States;Left
226329;17.0;Meghan Elizabeth Klingenberg;27;158;57;United States;Right
226330;17.0;Tobin Powell Heath;28;168;59;United States;Left
226331;17.0;Ashlyn Michelle Harris;30;175;60;United States;Right
226333;17.0;Julie Beth Ertz;24;170;59;United States;Right
226335;17.0;Alyssa Michele Naeher;28;175;60;United States;Right
226336;17.0;Crystal Alyssia Dunn Soubrier;23;155;55;United States;Right
226338;17.0;Samantha June Mewis;23;180;63;United States;Left
226346;17.0;Alexandra Linsley Long Batista;28;173;61;United States;Right
226354;17.0;Melanie Leupolz;22;173;52;Germany;Right
226357;17.0;Cristiane Rozeira de Souza Silva;31;176;66;Brazil;Left
226358;17.0;Stephanie Jayne Houghton Darby;28;174;71;England;Right
226359;17.0;Christine Margaret Sinclair;33;175;67;Canada;Right
226360;17.0;??;21;165;59;China PR;Left
226363;17.0;Mandy van den Berg;25;172;62;Netherlands;Right
226366;17.0;Maribel Guadalupe Domínguez Castelán;37;161;55;Mexico;Left
226367;17.0;Ingrid Hjelmseth;36;173;65;Norway;Right
226368;17.0;Verónica Boquete Giadans;29;162;55;Spain;Right
226369;17.0;Lotta Eva Schelin;32;179;65;Sweden;Right
226374;17.0;Lena Goeßling;30;171;56;Germany;Right
226375;17.0;Kathrin-Julia Hendrich;24;174;55;Germany;Right
226881;17.0;Fabiana da Silva Simões;27;163;57;Brazil;Right
226882;17.0;Bruna Beatriz Benites Soares;30;179;63;Brazil;Right
226883;17.0;Tayla Carolina Pereira dos Santos;24;174;58;Brazil;Right
226884;17.0;Maurine Dornelles Gonçalves;30;160;51;Brazil;Right
226886;17.0;Thaisa de Moraes Rosa Moreno;27;166;59;Brazil;Right
226887;17.0;Andressa Alves da Silva;23;168;55;Brazil;Left
226888;17.0;Andressa Cavalari Machry;21;161;60;Brazil;Right
226889;17.0;Mônica Hickmann Alves;29;172;72;Brazil;Right
226890;17.0;Marta Vieira da Silva;30;163;56;Brazil;Left
226891;17.0;Rosana dos Santos Augusto;33;171;57;Brazil;Left
226893;17.0;Débora Cristiane de Oliveira;24;157;54;Brazil;Right
226894;17.0;Raquel Fernandes dos Santos;24;160;56;Brazil;Right
226895;17.0;Miraildes Maciel Mota;38;162;56;Brazil;Right
226896;17.0;Poliana Barbosa Medeiros;25;172;58;Brazil;Right
226897;17.0;Beatriz Zaneratto João;22;176;69;Brazil;Right
226898;17.0;Tamires Cassia Dias de Britto;24;161;56;Brazil;Left
226908;17.0;???;27;170;58;China PR;Right
226910;17.0;???;27;162;53;China PR;Right
226911;17.0;???;24;169;65;China PR;Left
226912;17.0;??;25;167;58;China PR;Right
226913;17.0;??;27;172;62;China PR;Right
226914;17.0;??;25;185;64;China PR;Right
226915;17.0;??;23;170;61;China PR;Left
226917;17.0;???;26;169;57;China PR;Left
226922;17.0;???;23;166;58;China PR;Right
226923;17.0;??;26;165;60;China PR;Right
226925;17.0;???;24;158;45;China PR;Left
226927;17.0;???;26;170;58;China PR;Right
226929;17.0;???;25;165;60;China PR;Right
226931;17.0;???;24;162;52;China PR;Right
226939;17.0;??;24;171;59;China PR;Right
226940;17.0;??;27;173;55;China PR;Right
226959;17.0;???;21;165;59;China PR;Right
226966;17.0;???;28;172;73;China PR;Right
226968;17.0;Åsa Nilla Maria Fischer;31;176;68;Sweden;Right
226969;17.0;Babett Peter;28;171;61;Germany;Left
226971;17.0;Tabea Kemme;24;170;56;Germany;Right
226973;17.0;Eva Sofia Jakobsson;26;174;63;Sweden;Right
226975;17.0;Sara Caroline Seger;31;173;62;Sweden;Right
226976;17.0;Jessica Marie Samuelsson Wik;24;166;62;Sweden;Right
226978;17.0;Rut Hedvig Lindahl;33;179;74;Sweden;Right
226979;17.0;Amanda Ilestedt;23;178;65;Sweden;Right
226980;17.0;Lisa Karolina Viktoria Dahlkvist;29;173;68;Sweden;Right
226983;17.0;Lina Therese Nilsson;29;170;63;Sweden;Right
226985;17.0;Olivia Alma Charlotta Schough;25;172;60;Sweden;Right
226986;17.0;Hanna Folkesson;27;165;58;Sweden;Right
226987;17.0;Kosovare Asllani;26;166;57;Sweden;Right
226988;17.0;Elin Ingrid Johanna Rubensson;23;166;60;Sweden;Right
226989;17.0;Carola Britt Therese Söberg;33;172;65;Sweden;Right
226991;17.0;Linda Birgitta Sembrant;29;175;67;Sweden;Right
226996;17.0;Emilia Appelqvist;26;168;56;Sweden;Right
226998;17.0;Magdalena Lilly Eriksson;22;172;66;Sweden;Left
227008;17.0;Malin Sophie Diaz Pettersson;22;157;51;Sweden;Right
227011;17.0;Emma Sofia Berglund;27;171;64;Sweden;Right
227013;17.0;Fridolina Rolfö;22;178;65;Sweden;Left
227023;17.0;Hilda Maria Carlén;24;172;75;Sweden;Right
227058;17.0;Raffaella Manieri;29;174;60;Italy;Left
227061;17.0;Federica Di Criscio;23;168;49;Italy;Right
227062;17.0;Daniela Stracchi;32;160;48;Italy;Right
227063;17.0;Melania Gabbiadini;32;163;60;Italy;Right
227064;17.0;Ilaria Mauro;28;172;62;Italy;Right
227066;17.0;Elisa Camporese;32;170;67;Italy;Right
227067;17.0;Martina Rosucci;24;172;61;Italy;Right
227069;17.0;Elena Linari;22;173;65;Italy;Right
227072;17.0;Barbara Bonansea;25;174;60;Italy;Right
227073;17.0;Cristiana Girelli;26;175;61;Italy;Right
227075;17.0;Elisa Bartoli;25;158;50;Italy;Right
227078;17.0;Valentina Cernoia;25;171;62;Italy;Left
227087;17.0;Laura Giuliani;23;173;60;Italy;Right
227090;17.0;Marta Carissimi;29;170;61;Italy;Right
227093;17.0;Daniela Sabatino;31;167;57;Italy;Right
227094;17.0;Katja Schroffenegger;25;171;62;Italy;Right
227098;17.0;Sara Gama;27;168;58;Italy;Left
227101;17.0;Emilie Bosshard Haavi;24;164;59;Norway;Right
227102;17.0;Caroline Graham Hansen;21;174;66;Norway;Right
227104;17.0;Ingrid Moe Wold;26;165;60;Norway;Right
227105;17.0;Marit Sandvei;29;162;59;Norway;Right
227109;17.0;Alanna Stephanie Kennedy;21;176;63;Australia;Right
227110;17.0;Caitlin Jade Foord;21;165;61;Australia;Right
227111;17.0;Clare Elizabeth Polkinghorne;27;171;62;Australia;Right
227112;17.0;Elise Kellond-Knight;25;165;58;Australia;Left
227113;17.0;Emily Louise van Egmond;22;179;65;Australia;Right
227115;17.0;Katrina-Lee Gorry;23;154;54;Australia;Right
227116;17.0;Kyah Pam Simon;25;164;62;Australia;Right
227117;17.0;Lisa De Vanna;31;156;58;Australia;Left
227118;17.0;Lydia Grace Yilkari Williams;28;175;60;Australia;Right
227119;17.0;Stephanie-Elise Catley;22;171;60;Australia;Left
227120;17.0;Tameka Yallop;25;158;54;Australia;Right
227122;17.0;Laura Colleen Gloria Brock;26;178;75;Australia;Right
227124;17.0;Michelle Heyman;27;180;64;Australia;Right
227125;17.0;Samantha May Kerr;22;167;55;Australia;Right
227129;17.0;Casey Dumont;24;181;84;Australia;Right
227134;17.0;Servet Uzunlar;27;161;61;Australia;Right
227141;17.0;Amy Bianca Harrison;20;171;58;Australia;Left
227189;17.0;Sonia Bermúdez Tribano;31;159;55;Spain;Left
227190;17.0;Irene Paredes Hernández;24;177;62;Spain;Right
227191;17.0;Marta Torrejón Moya;26;171;62;Spain;Right
227192;17.0;Jennifer Hermoso Fuentes;26;174;59;Spain;Left
227193;17.0;Marta Corredera Rueda;24;162;59;Spain;Right
227195;17.0;Virginia Torrecilla Reyes;21;174;63;Spain;Right
227196;17.0;Natalia Teresa de Pablos Sanchón;30;166;60;Spain;Right
227198;17.0;Ruth García García;29;168;64;Spain;Right
227199;17.0;Ainhoa Tirapu de Goñi;31;170;63;Spain;Right
227201;17.0;María Victoria Losada Gómez;25;168;60;Spain;Right
227202;17.0;Leire Landa Iroz;29;165;50;Spain;Left
227203;17.0;Alexia Putellas Segura;22;175;66;Spain;Left
227204;17.0;María Dolores Gallardo Nuñez;23;175;56;Spain;Right
227205;17.0;Míriam Diéguez de Oña;30;170;60;Spain;Right
227206;17.0;Erika Vázquez Morales;33;165;52;Spain;Right
227207;17.0;Melanie del Pilar Serrano Pérez;26;169;56;Spain;Left
227209;17.0;Silvia Meseguer Bellido;27;169;62;Spain;Right
227210;17.0;Priscila Borja Moreno;31;162;59;Spain;Right
227239;17.0;Eniola Aluko;29;159;58;England;Right
227241;17.0;Karen Louise Bardsley;31;182;72;England;Right
227242;17.0;Laura Bassett;32;166;64;England;Right
227246;17.0;Lucia Roberta Tough Bronze;24;172;67;England;Right
227247;17.0;Karen Julia Carney;28;162;54;England;Right
227248;17.0;Siobhan Chamberlain;32;181;77;England;Right
227250;17.0;Gemma Suzanne Davison;29;168;64;England;Right
227252;17.0;Toni Duggan;24;169;63;England;Right
227254;17.0;Alex Greenwood;22;169;62;England;Left
227255;17.0;Francesca Kirby;23;157;53;England;Right
227256;17.0;Jade Ellis Moore;25;166;57;England;Right
227257;17.0;Jordan Nobbs;23;160;54;England;Right
227260;17.0;Lianne Sanderson;28;172;66;England;Right
227261;17.0;Alexandra Scott;31;164;63;England;Right
227262;17.0;Jill Louise Scott;29;182;68;England;Right
227264;17.0;Demi Lee Courtney Stokes;24;158;56;England;Left
227265;17.0;Casey Stoney;34;175;65;England;Right
227268;17.0;Jodie Lee Taylor;30;169;60;England;Right
227269;17.0;Carly Mitchell Telford;28;175;64;England;Right
227270;17.0;Ellen Toni White Convery;27;171;62;England;Right
227271;17.0;Fara Tanya Franki Williams Merrett;32;165;61;England;Right
227279;17.0;Nora Holstad Berge;29;174;65;Norway;Right
